RecordID_Int,ParcelNumber,StreetNumber,StreetName,Unit,UseCode,Style,Grade,Roof,Flooring,Heating,Fireplace,YearBuilt,TotalRooms,Bedrooms,HalfBathrooms,FullBathrooms,BasementGarage,Basement,FinishedBasement,BasementType,ExternalWalls,NumberOfStories,SquareFootageFinishedLiving
10377,48A039010,551,LOCHLYN HILL DR,,Single Family,2 Sty Transitional,B++,Architectural Shingles,Hardwood,Heat Pump,2,2018,7,4,1,3,No dat,1798,924,Full Basement,Hardy Board,2.0,2738
10378,48A039011,545,LOCHLYN HILL DR,,Single Family,2 Sty Contemporary,B +,Metal,Tile,Forced Air,1,2018,8,3,No dat,4,No dat,,,No Basement,Hardy Board,2.0,3470
10379,48A039012,539,LOCHLYN HILL DR,,Single Family,2 Story (Avg),B++,Architectural Shingles,Hardwood,Forced Air,1,2019,10,4,1,3,No dat,,,No Basement,Hardy Board,2.0,3387
10380,48A039013,533,LOCHLYN HILL DR,,Single Family,2 Sty Contemporary,B -,Architectural Shingles,Hardwood,Forced Air,2,2019,8,3,1,3,No dat,,,No Basement,Hardy Board,2.0,3872
10381,48A039014,527,LOCHLYN HILL DR,,Single Family,2 Sty Contemporary,B +,Architectural Shingles,Hardwood,Forced Air,1,2018,9,4,No dat,5,No dat,2328,1133,Full Basement,Hardy Board,2.00,3375
10382,48A039015,521,LOCHLYN HILL DR,,Single Family,2 Story (Avg),B +,Architectural Shingles,Hardwood,Forced Air,1,2018,8,3,1,4,No dat,1909,,Full Basement,Hardy Board,2.0,3015
10383,48A039016,515,LOCHLYN HILL DR,,Single Family,1 Story,B +,Architectural Shingles,Hardwood,Forced Air,2,2019,9,5,No dat,3,No dat,1924,1430,Full Basement,Hardy Board,1.0,1924
10384,48A039017,509,LOCHLYN HILL DR,,Single Family,1 Sty w/ Bsmt,B++,Architectural Shingles,Hardwood,Forced Air,1,2019,10,3,0,3,No dat,1696,1268,Full Basement,Hardy Board,1,1696
10385,48A039018,514,LOCHLYN HILL DR,,Single Family-1 Conversion,2 Story (Avg),B +,Architectural Shingles,Hardwood,Forced Air,1,2021,7,4,1,2,No dat,,,No Basement,Hardy Board,2.0,2266
10386,48A039019,532,BENNETT ST,,Single Family,2 Sty Transitional,B,Architectural Shingles,Linoleum,Heat Pump,1,2020,7,3,1,3,No dat,,,No Basement,Composition,2.0,2113
10387,48A039020,528,BENNETT ST,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,No dat,2020,8,3,1,2,No dat,,,No Basement,Hardy Board,2.0,1784
10388,48A039021,520,BENNETT ST,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Heat Pump,1,2021,9,4,1,4,2,1445,,Full Basement,Hardy Board,2.0,2747
10389,48A039022,518,BENNETT ST,,Single Family-1 Conversion,2 Story,B,Architectural Shingles,Hardwood,Forced Air,No dat,2020,10,6,1,4,No dat,1172,700,Partial Basement,Hardy Board,1.90,2280
10390,48A039023,525,BENNETT ST,,Single Family,2 Story,B +,Architectural Shingles,Hardwood,Forced Air,1,2018,8,3,1,3,No dat,,,No Basement,Hardy Board,2.00,2590
10391,48A039024,517,BENNETT ST,,Single Family,2 Story,B +,Architectural Shingles,Hardwood,Forced Air,No dat,2021,10,5,No dat,4,No dat,1164,604,Full Basement,Hardy Board,2.0,2462
10392,48A039025,532,LOCHLYN HILL DR,,Single Family-1 Conversion,2 Story,B +,Architectural Shingles,Hardwood,Forced Air,1,2018,10,4,1,4,No dat,,,No Basement,Hardy Board,2.0,2990
10393,48A039026,538,LOCHLYN HILL DR,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2019,11,3,1,3,No dat,1430,680,Full Basement,Hardy Board,2.00,2860
10394,48A039027,544,LOCHLYN HILL DR,,Single Family,2 Story (Avg),B +,Architectural Shingles,Hardwood,Forced Air,1,2018,8,5,No dat,4,No dat,,,No Basement,Hardy Board,2.00,2535
10395,48A039028,550,LOCHLYN HILL DR,,Single Family,2 Story,B -,Architectural Shingles,Hardwood,Heat Pump,1,2020,9,4,No dat,3,No dat,,,No Basement,Hardy Board,2.0,2486
10396,48A039029,556,LOCHLYN HILL DR,,Single Family-1 Conversion,2 Story (Avg),B +,Architectural Shingles,Hardwood,Forced Air,1,2020,9,5,1,3,No dat,1168,1050,Partial Basement,Hardy Board,2.0,1992
10397,48A039030,562,LOCHLYN HILL DR,,Single Family,2 Story (Avg),B++,Architectural Shingles,Hardwood,Forced Air,1,2019,7,4,1,3,No dat,974,800,Full Basement,Hardy Board,2.0,2212
10398,48A039031,501,BENNETT ST,,Single Family Attached,2 Sty Attached,C,Architectural Shingles,Hardwood,Heat Pump,0,2019,6,4,0,2,0,,,No Basement,Hardy Board,2.00,1440
10399,48A039032,503,BENNETT ST,,Single Family Attached,2 Sty Attached,C,Architectural Shingles,Hardwood,Heat Pump,No dat,2019,6,4,0,2,No dat,,,No Basement,Hardy Board,2.00,1440
10400,48A039033,505,BENNETT ST,,Single Family,1.5 Sty (Avg),B -,Architectural Shingles,Hardwood,Heat Pump,1,2020,5,3,1,2,No dat,1010,,Full Basement,Hardy Board,1.75,1685
10401,48A039034,507,BENNETT ST,,Single Family,1.5 Sty (Avg),B,Architectural Shingles,Hardwood,Heat Pump,No dat,2021,6,3,1,2,No dat,,,No Basement,Board & Batten,1.50,1668
10402,48A039035,509,BENNETT ST,,Single Family,1.5 Sty (Avg),B,Architectural Shingles,Hardwood,Heat Pump,1,2019,6,3,0,2,No dat,,,No Basement,Board & Batten,1.5,1668
10403,48A039036,511,BENNETT ST,,Single Family,1.5 Sty (Avg),B,Architectural Shingles,Hardwood,Forced Air,No dat,2019,6,3,1,2,2,923,192,Full Basement,Hardy Board,1.5,1377
10404,48A039037,513,BENNETT ST,,Single Family,1.5 Sty (Avg),B,Architectural Shingles,Hardwood,Heat Pump,1,2019,6,3,No dat,2,2,1080,350,Full Basement,Board & Batten,1.5,1668
10405,48A039038,515,BENNETT ST,,Vacant Land,No data,No data,No data,No data,No data,No dat,,No dat,No dat,No dat,No dat,No dat,0,0,No data,No data,No dat,
10406,48A039039,516,BENNETT ST,,Single Family,2 Story,B -,Architectural Shingles,Hardwood,Heat Pump,1,2020,7,3,1,2,2,1248,168,Full Basement,Hardy Board,2.0,2080
10407,48A039040,510,BENNETT ST,,Single Family Attached,2 Sty Attached,C,Architectural Shingles,Hardwood,Heat Pump,No dat,2019,6,3,0,2,No dat,,,No Basement,Hardy Board,2.00,1444
10408,48A039041,508,BENNETT ST,,Single Family Attached,2 Sty Attached,C,Architectural Shingles,Hardwood,Heat Pump,No dat,2019,6,3,0,2,No dat,,,No Basement,Hardy Board,2.00,1444
10409,48A039042,506,BENNETT ST,,Single Family Attached,2 Sty Attached,C,Architectural Shingles,Hardwood,Heat Pump,No dat,2019,6,4,0,2,No dat,,,No Basement,Hardy Board,2.00,1444
10410,48A039043,504,BENNETT ST,,Single Family Attached,2 Sty Attached,C,Architectural Shingles,Hardwood,Heat Pump,No dat,2019,6,3,0,2,No dat,,,No Basement,Hardy Board,2.0,1444
10411,48A039044,502,BENNETT ST,,Single Family Attached,2 Sty Attached,C -,Architectural Shingles,Hardwood,Heat Pump,No dat,2019,6,3,0,2,No dat,,,No Basement,Hardy Board,2.00,1444
10412,48A039045,500,BENNETT ST,,Single Family Attached,2 Sty Attached,C -,Architectural Shingles,Hardwood,Heat Pump,No dat,2019,6,3,0,2,No dat,,,No Basement,Hardy Board,2.00,1444
10413,48A039046,436,NICHOLSON ST,,Single Family,2 Story,B +,Architectural Shingles,Hardwood,Forced Air,1,2021,10,3,1,2,2,1338,456,Full Basement,Hardy Board,2.0,2153
10414,48A039047,432,NICHOLSON ST,,Single Family,3 Story,B,Architectural Shingles,Hardwood,Heat Pump,No dat,2020,9,3,1,2,2,924,,Full Basement,Masonite,3.0,2431
10415,48A039048,428,NICHOLSON ST,,Single Family,2 Sty Transitional,B,Architectural Shingles,Pre-Fab Wd,Heat Pump,1,2019,10,4,1,3,2,1248,895,Full Basement,Hardy Board,2.0,2560
10416,48A039049,424,NICHOLSON ST,,Single Family,2 Sty Transitional,B,Architectural Shingles,Pre-Fab Wd,Forced Air,1,2019,8,3,1,2,2,1366,220,Full Basement,Hardy Board,2.0,3092
10417,48A039050,420,NICHOLSON ST,,Single Family,2 Story,B -,Architectural Shingles,Hardwood,Forced Air,1,2019,9,4,1,3,2,1328,532,Full Basement,Hardy Board,2.0,2672
10418,48A039051,416,NICHOLSON ST,,Single Family-1 Conversion,2 Story,B +,Architectural Shingles,Hardwood,Forced Air,1,2017,8,4,1,3,2,1333,650,Walkout Basement,Hardy Board,2.00,2666
10419,48A039052,412,NICHOLSON ST,,Single Family,2 Story w/ Bsmt,B +,Architectural Shingles,Hardwood,Forced Air,1,2018,7,4,1,3,2,1152,480,Walkout Basement,Hardy Board,2.00,2304
10420,48A039053,408,NICHOLSON ST,,Single Family,2 Sty Transitional,B,Architectural Shingles,Pre-Fab Wd,Heat Pump,1,2019,8,3,1,2,2,1248,126,Full Basement,Hardy Board,2.0,2104
10421,48A039054,404,NICHOLSON ST,,Vacant Land,No data,No data,No data,No data,No data,No dat,,No dat,No dat,No dat,No dat,No dat,0,0,No data,No data,No dat,
10422,48A039055,400,NICHOLSON ST,,Single Family,2.5 Sty Excellent,B +,Architectural Shingles,Hardwood,Forced Air,1,2020,10,4,1,3,2,1664,230,Full Basement,Hardy Board,2.33,3578
10423,48A039B39,514,BENNETT ST,,Single Family,2 Sty Contemporary,B +,Architectural Shingles,Vinyl,Heat Pump,1,2023,8,3,1,2,1,948,,Full Basement,Hardy Board,2.0,1896
10424,48A040000,1336,PEN PARK LN,,Vacant Land,,,,,,,,,,,,,0,0,,,,
10425,48A040001,449,LOCHLYN HILL DR,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2020,10,4,1,4,No dat,2247,700,Full Basement,Hardy Board,2.0,3269
10426,48A040002,443,LOCHLYN HILL DR,,Single Family,1 Sty Excellent,A -,Architectural Shingles,Hardwood,Heat Pump,No dat,2022,7,4,1,2,No dat,1848,1449,Full Basement,Hardy Board,1.0,1848
10427,48A040003,437,LOCHLYN HILL DR,,Single Family,2 Sty No Bsmt,B +,Architectural Shingles,Hardwood,Forced Air,1,2021,12,4,1,2,No dat,,,No Basement,Hardy Board,2.0,2811
10428,48A040004,431,LOCHLYN HILL DR,,Single Family,2 Sty Contemporary,B +,Architectural Shingles,Hardwood,Forced Air,No dat,2022,9,3,1,2,No dat,,,No Basement,Hardy Board,2.0,2889
10429,48A040005,425,LOCHLYN HILL DR,,Single Family,2 Sty Contemporary,A,Architectural Shingles,Hardwood,Forced Air,1,2022,8,3,1,3,No dat,,,No Basement,Hardy Board,2.0,3392
10430,48A040006,419,LOCHLYN HILL DR,,Single Family,1.5 Story,B +,Architectural Shingles,Hardwood,Forced Air,1,2021,7,3,No dat,3,No dat,,,No Basement,Hardy Board,1.33,2902
10431,48A040007,413,LOCHLYN HILL DR,,Single Family,2 Sty Excellent,B +,Architectural Shingles,Vinyl,Heat Pump,1,2022,7,3,1,3,No dat,,,No Basement,Hardy Board,2.0,3467
10432,48A040008,407,LOCHLYN HILL DR,,Single Family,1.5 Sty Transitional,B +,Architectural Shingles,No data,Forced Air,1,2022,7,3,1,2,No dat,,,No Basement,Hardy Board,1.5,2759
10433,48A040009,401,LOCHLYN HILL DR,,Single Family,1 Sty Transitional,B,Architectural Shingles,Hardwood,Forced Air,1,2022,10,4,1,3,No dat,2127,1572,Partial Basement,Hardy Board,1.0,2803
10434,48A040010,400,LOCHLYN HILL DR,,Single Family-1 Conversion,2 Story,A -,Architectural Shingles,Hardwood,Heat Pump,1,2020,10,5,No dat,4,No dat,,,No Basement,Hardy Board,2.0,2804
10435,48A040011,406,LOCHLYN HILL DR,,Single Family,2 Story,B++,Architectural Shingles,Hardwood,Forced Air,1,2021,10,3,1,2,No dat,,,No Basement,Hardy Board,2.0,2723
10436,48A040012,412,LOCHLYN HILL DR,,Single Family,2 Sty Excellent,B +,Architectural Shingles,Hardwood,Heat Pump,1,2022,8,4,No dat,3,No dat,,,No Basement,Hardy Board,1.0,2717
10437,48A040013,418,LOCHLYN HILL DR,,Single Family,2 Sty Excellent,B +,Architectural Shingles,Hardwood,Forced Air,1,2021,8,3,No dat,2,No dat,,,No Basement,Hardy Board,1.75,2055
10438,48A040014,424,LOCHLYN HILL DR,,Single Family,2 Story,B +,Architectural Shingles,Hardwood,Heat Pump,1,2021,No dat,4,1,3,No dat,1298,1122,Full Basement,Hardy Board,2.0,2446
10439,48A040015,430,LOCHLYN HILL DR,,Single Family,2 Story (Avg),B +,Architectural Shingles,Vinyl,Heat Pump,1,2022,8,4,1,3,No dat,974,794,Full Basement,Hardy Board,2.0,2132
10440,48A040016,436,LOCHLYN HILL DR,,Single Family,2 Sty Transitional,B,Architectural Shingles,Hardwood,Forced Air,1,2019,8,3,No dat,3,No dat,,,No Basement,Hardy Board,2.0,2892
10441,48A040017,502,LOCHLYN HILL DR,,Single Family,2 Sty Excellent,B,Architectural Shingles,Vinyl,Heat Pump,1,2023,10,6,1,4,No dat,1296,966,Full Basement,Hardy Board,2.0,2592
10442,48A040018,508,LOCHLYN HILL DR,,Vacant Land,Vacant Land,No data,No data,No data,No data,No dat,,No dat,No dat,No dat,No dat,No dat,,,No data,No data,No dat,
10443,48A040019,707,LOCHLYN HILL DR,,Vacant Land,Vacant Land,No data,No data,No data,No data,No dat,,No dat,No dat,No dat,No dat,No dat,,,No data,No data,No dat,
10444,48A040020,713,LOCHLYN HILL DR,,Single Family,2 Story,B +,Architectural Shingles,Hardwood,Heat Pump,1,2020,7,3,1,3,No dat,,,No Basement,Hardy Board,2.0,2655
10445,48A040021,719,LOCHLYN HILL DR,,Single Family,2 Story,B +,Architectural Shingles,Hardwood,Heat Pump,1,2020,9,3,1,3,No dat,,,No Basement,Hardy Board,2.0,2692
10446,48A040022,725,LOCHLYN HILL DR,,Single Family,2 Sty Contemporary,B,Architectural Shingles,Hardwood,Forced Air,1,2022,8,3,1,2,No dat,,,No Basement,Hardy Board,2.0,2963
10447,48A040023,729,LOCHLYN HILL DR,,Single Family Attached,2 Sty Attached,B +,Architectural Shingles,Hardwood,Forced Air,No dat,2021,6,3,1,2,2,872,160,Walkout Basement,Hardy Board,2.0,1744
10448,48A040024,731,LOCHLYN HILL DR,,Single Family Attached,2 Sty Attached,B -,Architectural Shingles,Hardwood,Forced Air,No dat,2021,6,4,1,3,2,872,160,Walkout Basement,Hardy Board,2.0,1744
10449,48A040025,733,LOCHLYN HILL DR,,Single Family Attached,2 Sty Attached,B -,Architectural Shingles,Hardwood,Forced Air,No dat,2021,6,4,1,3,2,872,180,Walkout Basement,Hardy Board,2.0,1744
10450,48A040026,735,LOCHLYN HILL DR,,Single Family Attached,2 Sty Attached,B -,Architectural Shingles,Hardwood,Forced Air,No dat,2021,6,4,1,3,2,872,418,Walkout Basement,Hardy Board,2.0,1744
10451,48A040027,737,LOCHLYN HILL DR,,Single Family Attached,2 Sty Attached,B -,Architectural Shingles,Hardwood,Forced Air,No dat,2021,6,4,1,3,2,872,160,Walkout Basement,Hardy Board,2.0,1744
10452,48A040028,739,LOCHLYN HILL DR,,Single Family Attached,2 Sty Attached,B -,Architectural Shingles,Hardwood,Forced Air,No dat,2021,6,4,1,3,2,872,,Walkout Basement,Hardy Board,2.0,1744
10453,48A040029,706,LOCHLYN HILL DR,,Single Family-1 Conversion,1 Sty Contemporary,B,Architectural Shingles,Hardwood,Heat Pump,1,2022,12,4,No dat,4,No dat,,,No Basement,Cedar,1.0,2485
10454,48A040030,712,LOCHLYN HILL DR,,Single Family,1.5 Sty Excellent,B,Architectural Shingles,Hardwood,Forced Air,1,2021,11,4,1,3,No dat,900,760,Full Basement,Hardy Board,1.75,1782
10455,48A040031,718,LOCHLYN HILL DR,,Single Family,2 Story (Avg),B +,Architectural Shingles,Hardwood,Forced Air,1,2021,7,3,1,2,No dat,,,No Basement,Hardy Board,2.0,2464
10456,48A040032,724,LOCHLYN HILL DR,,Single Family,2 Story,B +,Architectural Shingles,Hardwood,Heat Pump,1,2021,11,4,1,3,No dat,,,No Basement,Hardy Board,2.0,3410
10457,48A040033,730,LOCHLYN HILL DR,,Single Family,1 Story,B +,Architectural Shingles,Hardwood,Heat Pump,1,2023,8,3,1,3,No dat,,,No Basement,Hardy Board,1.0,2475
10458,48A040034,736,LOCHLYN HILL DR,,Single Family,2 Sty Contemporary,B,Architectural Shingles,Vinyl,Forced Air,1,2022,9,No dat,1,2,No dat,,,No Basement,Hardy Board,1.5,2625
10459,48A040035,742,LOCHLYN HILL DR,,Vacant Land,Vacant Land,No data,No data,No data,No data,No dat,,No dat,No dat,No dat,No dat,No dat,,,No data,No data,No dat,
10460,48A040036,748,LOCHLYN HILL DR,,Single Family,1 Sty No Bsmt,B +,Architectural Shingles,Hardwood,Forced Air,2,2021,7,3,No dat,2,No dat,,,No Basement,Hardy Board,1.0,2059
10461,48A040037,754,LOCHLYN HILL DR,,Single Family,2 Story (Avg),B +,Architectural Shingles,Hardwood,Heat Pump,1,2021,8,4,1,3,No dat,,,No Basement,Hardy Board,2.0,2844
10462,48A040038,1347,PEN PARK LN,,Single Family,2 Sty Superior,B +,Metal,Hardwood,Heat Pump,1,2022,6,3,1,2,No dat,,,No Basement,Hardy Board,2.00,2196
10463,48A040039,1341,PEN PARK LN,,Single Family,2 Sty Contemporary,B -,Architectural Shingles,Hardwood,Forced Air,1,2022,8,3,1,3,No dat,,,No Basement,Hardy Board,2.0,2801
10464,48A040040,1335,PEN PARK LN,,Single Family,2 Story (Avg),B++,Architectural Shingles,Pre-Fab Wd,Heat Pump,1,2022,8,3,1,2,No dat,899,,Partial Basement,Hardy Board,2.0,2717
10465,48A040041,1329,PEN PARK LN,,Single Family,2 Story,B++,Architectural Shingles,Hardwood,Heat Pump,1,2020,9,3,1,3,No dat,,,No Basement,Hardy Board,2.0,3039
10466,48A040042,1323,PEN PARK LN,,Single Family,2 Story,B +,Architectural Shingles,Hardwood,Heat Pump,1,2020,No dat,4,1,3,No dat,2091,1130,Full Basement,Hardy Board,2.0,2091
10467,48A040043,1319,PEN PARK LN,,Single Family Attached,2.5 Sty Attached,B +,Architectural Shingles,Hardwood,Heat Pump,No dat,2023,8,4,1,4,2,1144,474,Walkout Basement,Brick Veneer,2.5,2525
10468,48A040044,1317,PEN PARK LN,,Single Family Attached,2.5 Sty Attached,B,Architectural Shingles,Hardwood,Heat Pump,No dat,2023,8,4,2,3,2,968,424,Walkout Basement,Brick Veneer,2.5,2200
10469,48A040045,1315,PEN PARK LN,,Single Family Attached,2.5 Sty Attached,B,Architectural Shingles,Hardwood,Heat Pump,No dat,2023,8,4,1,4,2,968,424,Walkout Basement,Brick Veneer,2.5,2200
10470,48A040046,1313,PEN PARK LN,,Single Family Attached,2.5 Sty Attached,B,Architectural Shingles,Hardwood,Heat Pump,No dat,2023,8,4,2,3,2,968,424,Walkout Basement,Brick Veneer,2.5,2200
10471,48A040047,1311,PEN PARK LN,,Single Family Attached,2.5 Sty Attached,B,Architectural Shingles,Hardwood,Heat Pump,No dat,2023,8,4,1,4,2,968,424,Walkout Basement,Brick Veneer,2.5,2200
10472,48A040048,1309,PEN PARK LN,,Single Family Attached,2.5 Sty Attached,B +,Architectural Shingles,Hardwood,Heat Pump,No dat,2023,8,4,1,4,2,1144,474,Walkout Basement,Brick Veneer,2.5,2601
10473,48A040049,464,NICHOLSON ST,,Single Family,2 Sty Contemporary,B,Architectural Shingles,Hardwood,Forced Air,1,2021,6,3,1,2,2,1130,154,Partial Basement,Hardy Board,2.0,2260
10474,48A040050,460,NICHOLSON ST,,Single Family,2 Sty Contemporary,B +,Architectural Shingles,Hardwood,Forced Air,1,2021,6,3,1,3,1,1042,748,Full Basement,Hardy Board,2.0,2084
10475,48A040051,456,NICHOLSON ST,,Single Family,2 Sty Contemporary,B +,Architectural Shingles,Vinyl,Forced Air,1,2022,8,4,1,3,No dat,809,465,Partial Basement,Hardy Board,2.0,2170
10476,48A040052,452,NICHOLSON ST,,Single Family,2 Sty Contemporary,B +,Architectural Shingles,Hardwood,Heat Pump,1,2022,7,2,No dat,3,No dat,550,119,Partial Basement,Hardy Board,2.0,2246
10477,48A040053,448,NICHOLSON ST,,Vacant Land,Vacant Land,No data,No data,No data,No data,No dat,,No dat,No dat,No dat,No dat,No dat,,,No data,No data,No dat,
10478,48A040054,444,NICHOLSON ST,,Vacant Land,Vacant Land,No data,No data,No data,No data,No dat,,No dat,No dat,No dat,No dat,No dat,,,No data,No data,No dat,
10479,48A040055,440,NICHOLSON ST,,Single Family,1.5 Story,B++,Architectural Shingles,Pre-Fab Wd,Heat Pump,1,2023,7,3,1,3,No dat,925,,Full Basement,Hardy Board,1.5,2445
10480,48A040056,1312,PEN PARK LN,,Vacant Land,,,,,,,,,,,,,0,0,,,,
10481,48A040057,1318,PEN PARK LN,,Vacant Land,,,,,,,,,,,,,0,0,,,,
10482,48A040058,1322,PEN PARK LN,,Vacant Land,,,,,,,,,,,,,0,0,,,,
10483,48A040059,1326,PEN PARK LN,,Vacant Land,,,,,,,,,,,,,0,0,,,,
10484,48A040060,1330,PEN PARK LN,,Vacant Land,,,,,,,,,,,,,0,0,,,,
10485,48A040061,1334,PEN PARK LN,,Vacant Land,,,,,,,,,,,,,0,0,,,,
10486,48A040A18,508,LOCHLYN HILL DR,,Single Family Attached,Vacant Land,No data,No data,No data,No data,No dat,,No dat,No dat,No dat,No dat,No dat,,,No data,No data,No dat,0
10487,48A040A18,508,LOCHLYN HILL DR,,Single Family Attached,2 Sty Attached,C +,Architectural Shingles,Vinyl,Heat Pump,No dat,2022,6,4,0,2,No dat,,,No Basement,Hardy Board,2.0,1368
10488,48A040A19,701,LOCHLYN HILL DR,,Single Family Attached,2 Sty Attached,C +,Architectural Shingles,W/W Carpet,Heat Pump,No dat,2022,7,5,1,1,No dat,,,No Basement,Hardy Board,2.0,1576
10489,48A040B18,504,LOCHLYN HILL DR,,Single Family Attached,2 Sty Attached,C +,Architectural Shingles,Vinyl,Heat Pump,No dat,2022,6,4,0,2,No dat,,,No Basement,Hardy Board,2.0,1368
10490,48A040B19,703,LOCHLYN HILL DR,,Single Family Attached,2 Sty Attached,C +,Architectural Shingles,Vinyl,Heat Pump,No dat,2020,5,3,1,1,No dat,,,No Basement,Hardy Board,2.0,1216
10491,48A040C19,705,LOCHLYN HILL DR,,Single Family Attached,2 Sty Attached,C +,Architectural Shingles,W/W Carpet,Heat Pump,No dat,2022,7,5,1,1,No dat,,,No Basement,Hardy Board,2.0,1576
10492,48A041000,1101,HOLMES AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
10493,48A041000,1101,HOLMES AVE,,Vacant Land,No Style,C,N/A,None,Not Applicable,0,0,0,0,0,0,0,0,0,N/A,Not Applicable,0.00,0
10494,48A041100,919,LOCUST LN,,Single Family Attached,1 Sty Attached,C++,Shingles,W/W Carpet,Heat Pump,0,2002,5,3,0,2,0,972,871,Full Basement,Vinyl,1.00,972
10495,48A041101,108,LOCUST LANE CT,,Single Family Attached,1.5 Sty Attached,C++,Architectural Shingles,W/W Carpet,Forced Air,2,1994,8,4,1,3,0,900,478,Full Basement,Masonite,1.75,1494
10496,48A041110,110,LOCUST LANE CT,,Single Family Attached,1.5 Sty Attached,C++,Shingles,Hardwood,Forced Air,1,1994,5,2,1,3,0,868,671,Full Basement,Masonite,1.50,1438
10497,48A041120,112,LOCUST LANE CT,,Single Family Attached,2 Sty Attached,C++,Architectural Shingles,W/W Carpet,Forced Air,1,1994,7,3,1,3,0,624,468,Full Basement,Masonite,2.00,1248
10498,48A041130,109,LOCUST LANE CT,,Common Area,,,,,,,,,,,,,0,0,,,,
10499,48A041140,107,LOCUST LANE CT,,Single Family Attached,2 Sty Attached,C++,Shingles,W/W Carpet,Forced Air,1,1996,7,3,1,2,0,624,468,Full Basement,Vinyl,2.00,1248
10500,48A041150,105,LOCUST LANE CT,,Single Family Attached,1.5 Sty Attached,C++,Shingles,W/W Carpet,Forced Air,1,1996,11,3,1,2,0,953,676,Full Basement,Vinyl,1.50,1430
10501,48A041160,103,LOCUST LANE CT,,Single Family Attached,1 Sty Attached,C++,Shingles,W/W Carpet,Forced Air,1,1995,5,2,1,2,0,994,497,Full Basement,Masonite,1.00,994
10502,48A041170,101,LOCUST LANE CT,,Single Family Attached,1.5 Sty Attached,C++,Shingles,W/W Carpet,Forced Air,1,1995,5,3,1,3,0,900,40,Full Basement,Masonite,1.50,1494
10503,48A041180,907,LOCUST LN,,Single Family Attached,1 Sty Attached,C++,Shingles,W/W Carpet,Forced Air,1,1993,5,2,1,2,0,953,478,Full Basement,Masonite,1.00,953
10504,48A041190,905,LOCUST LN,,Single Family Attached,2 Sty Attached,C++,Shingles,Hardwood,Forced Air,1,1993,7,2,1,2,0,624,468,Full Basement,Masonite,2.00,1248
10505,48A041200,917,LOCUST LN,,Single Family Attached,1.5 Sty Attached,C++,Shingles,Hardwood,Heat Pump,0,2002,5,3,1,2,0,924,,Full Basement,Vinyl,1.75,1617
10506,48A041201,903,LOCUST LN,,Single Family Attached,1.5 Sty Attached,C++,Shingles,W/W Carpet,Heat Pump,1,2001,7,4,1,3,0,888,581,Full Basement,Vinyl,1.50,1332
10507,48A041210,901,LOCUST LN,,Single Family Attached,1.5 Sty Attached,C++,Shingles,W/W Carpet,Heat Pump,0,2001,5,3,1,2,0,880,,Full Basement,Vinyl,1.75,1461
10508,48A041220,900,LOCUST LN,,Single Family Attached,1.5 Sty Attached,C++,Shingles,W/W Carpet,Forced Air,1,1995,5,2,1,2,0,,,No Basement,Masonite,1.75,1558
10509,48A041230,902,LOCUST LN,,Single Family Attached,1.5 Sty Attached,C++,Shingles,W/W Carpet,Forced Air,0,1995,6,3,1,2,0,,,No Basement,Masonite,1.75,1659
10510,48A041240,904,LOCUST LN,,Single Family Attached,1.5 Sty Attached,C++,Shingles,W/W Carpet,Forced Air,1,1993,5,2,1,2,0,,,No Basement,Masonite,1.75,1540
10511,48A041250,906,LOCUST LN,,Single Family Attached,2 Sty Attached,C++,Architectural Shingles,W/W Carpet,Forced Air,1,1993,5,2,1,2,0,,,No Basement,Masonite,2.00,1248
10512,48A041260,908,LOCUST LN,,Single Family Attached,1.5 Sty Attached,C++,Shingles,W/W Carpet,Forced Air,0,1994,5,2,1,1,0,,,No Basement,Masonite,1.75,1659
